Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Renaissance Austin Hotel,78759,10/22/2015,89,"9721 ARBORETUM BLVD
AUSTIN, TX 78759
(30.3924299429779, -97.7498609220296)",10920529,Routine Inspection
Renaissance Austin Hotel,78759,04/07/2014,94,"9721 ARBORETUM BLVD
AUSTIN, TX 78759
(30.3924299429779, -97.7498609220296)",10920529,Routine Inspection
Republic of Sandwich,78756,10/22/2015,81,"2320 HANCOCK DR
AUSTIN, TX 78756
(30.3255117178318, -97.743355701884)",11202714,Routine Inspection
Republic of Sandwich,78756,04/29/2015,97,"2320 HANCOCK DR
AUSTIN, TX 78756
(30.3255117178318, -97.743355701884)",11202714,Routine Inspection
Reserve at Lake Travis Swim Park,78669,10/27/2015,90,"2208 SEABISCUIT CV
LAGO VISTA, TX 78669
(30.4095750394798, -97.9924685705909)",10723022,Routine Inspection
Reserve at Lake Travis Swim Park,78669,04/17/2015,93,"2208 SEABISCUIT CV
LAGO VISTA, TX 78669
(30.4095750394798, -97.9924685705909)",10723022,Routine Inspection
Reserve at Lake Travis Swim Park,78669,05/10/2014,93,"2208 SEABISCUIT CV
LAGO VISTA, TX 78669
(30.4095750394798, -97.9924685705909)",10723022,Routine Inspection
Reserve at Lake Travis Swim Park,78669,10/22/2014,100,"2208 SEABISCUIT CV
LAGO VISTA, TX 78669
(30.4095750394798, -97.9924685705909)",10723022,Routine Inspection
Reserve at Lake Travis -The Cypress Club Lodge,78669,05/10/2014,88,"2216 CYPRESS CLUB
LAGO VISTA, TX 78669
(30.4070868291216, -97.9901901557775)",10723023,Routine Inspection
Reserve at Lake Travis -The Cypress Club Lodge,78669,08/06/2014,97,"2216 CYPRESS CLUB
LAGO VISTA, TX 78669
(30.4070868291216, -97.9901901557775)",10723023,Routine Inspection
Reserve at Lake Travis -The Cypress Club Lodge,78669,08/26/2015,80,"2216 CYPRESS CLUB
LAGO VISTA, TX 78669
(30.4070868291216, -97.9901901557775)",10723023,Routine Inspection
Reserve at Lake Travis -The Cypress Club Lodge,78669,02/06/2015,100,"2216 CYPRESS CLUB
LAGO VISTA, TX 78669
(30.4070868291216, -97.9901901557775)",10723023,Routine Inspection
Residence Inn Austin South,78744,11/18/2014,84,"4537 S IH
AUSTIN, TX 78744
(30.2084766923472, -97.7548411384201)",10047998,Routine Inspection
Residence Inn Austin South,78744,01/03/2014,96,"4537 S IH
AUSTIN, TX 78744
(30.2084766923472, -97.7548411384201)",10047998,Routine Inspection
Residence Inn Austin South,78744,04/28/2015,92,"4537 S IH
AUSTIN, TX 78744
(30.2084766923472, -97.7548411384201)",10047998,Routine Inspection
Residence Inn Austin South,78744,06/21/2013,83,"4537 S IH
AUSTIN, TX 78744
(30.2084766923472, -97.7548411384201)",10047998,Routine Inspection
Residence Inn Austin South,78744,07/03/2014,89,"4537 S IH
AUSTIN, TX 78744
(30.2084766923472, -97.7548411384201)",10047998,Routine Inspection
Residence Inn Austin South,78744,10/28/2015,100,"4537 S IH
AUSTIN, TX 78744
(30.2084766923472, -97.7548411384201)",10047998,Routine Inspection
Residence Inn Austin South,78744,12/19/2012,88,"4537 S IH
AUSTIN, TX 78744
(30.2084766923472, -97.7548411384201)",10047998,Routine Inspection
Residence Inn By Marriott,78759,02/18/2014,100,"3713 TUDOR BLVD
AUSTIN, TX 78759
(30.3846987595772, -97.7398754057416)",2800757,Routine Inspection
Residence Inn By Marriott,78759,02/18/2015,91,"3713 TUDOR BLVD
AUSTIN, TX 78759
(30.3846987595772, -97.7398754057416)",2800757,Routine Inspection
Residence Inn By Marriott,78759,07/09/2015,94,"3713 TUDOR BLVD
AUSTIN, TX 78759
(30.3846987595772, -97.7398754057416)",2800757,Routine Inspection
Residence Inn By Marriott,78759,08/15/2014,100,"3713 TUDOR BLVD
AUSTIN, TX 78759
(30.3846987595772, -97.7398754057416)",2800757,Routine Inspection
Residence Inn By Marriott,78759,08/19/2013,80,"3713 TUDOR BLVD
AUSTIN, TX 78759
(30.3846987595772, -97.7398754057416)",2800757,Routine Inspection
Residence Inn Parmer Lane,78753,03/25/2013,91,"12401 N LAMAR BLVD
AUSTIN, TX 78753
(30.4065347449951, -97.6774809649822)",10053469,Routine Inspection
Residence Inn Parmer Lane,78753,04/10/2015,95,"12401 N LAMAR BLVD
AUSTIN, TX 78753
(30.4065347449951, -97.6774809649822)",10053469,Routine Inspection
Residence Inn Parmer Lane,78753,05/20/2014,92,"12401 N LAMAR BLVD
AUSTIN, TX 78753
(30.4065347449951, -97.6774809649822)",10053469,Routine Inspection
Residence Inn Parmer Lane,78753,09/15/2015,84,"12401 N LAMAR BLVD
AUSTIN, TX 78753
(30.4065347449951, -97.6774809649822)",10053469,Routine Inspection
Residence Inn Parmer Lane,78753,10/23/2013,92,"12401 N LAMAR BLVD
AUSTIN, TX 78753
(30.4065347449951, -97.6774809649822)",10053469,Routine Inspection
Residence Inn Parmer Lane,78753,11/17/2014,100,"12401 N LAMAR BLVD
AUSTIN, TX 78753
(30.4065347449951, -97.6774809649822)",10053469,Routine Inspection
Respite Recovery,78701,09/19/2013,97,"403 E 15TH ST
AUSTIN, TX 78701
(30.2756040525236, -97.7357532009098)",10765376,Routine Inspection
Respite Recovery,78701,03/06/2015,93,"403 E 15TH ST
AUSTIN, TX 78701
(30.2756040525236, -97.7357532009098)",10765376,Routine Inspection
Respite Recovery,78701,03/13/2013,83,"403 E 15TH ST
AUSTIN, TX 78701
(30.2756040525236, -97.7357532009098)",10765376,Routine Inspection
Respite Recovery,78701,04/03/2014,100,"403 E 15TH ST
AUSTIN, TX 78701
(30.2756040525236, -97.7357532009098)",10765376,Routine Inspection
Respite Recovery,78701,08/04/2015,100,"403 E 15TH ST
AUSTIN, TX 78701
(30.2756040525236, -97.7357532009098)",10765376,Routine Inspection
Respite Recovery,78701,09/30/2014,100,"403 E 15TH ST
AUSTIN, TX 78701
(30.2756040525236, -97.7357532009098)",10765376,Routine Inspection
Restaurant Arianas,78725,02/05/2015,87,"9809 FM 969 RD
AUSTIN, TX 78725
(30.2683707199231, -97.6267641741513)",11117926,Routine Inspection
Restaurant Arianas,78725,10/30/2014,79,"9809 FM 969 RD
AUSTIN, TX 78725
(30.2683707199231, -97.6267641741513)",11117926,Routine Inspection
Restaurant Arianas,78725,06/04/2015,90,"9809 FM 969 RD
AUSTIN, TX 78725
(30.2683707199231, -97.6267641741513)",11117926,Routine Inspection
Restaurante Jasmines,78617,05/06/2013,86,"2463 E SH
AUSTIN, TX 78617
(30.2136513738439, -97.6591285931945)",10488639,Routine Inspection
Restaurante Jasmines,78617,02/13/2014,90,"2463 E SH
AUSTIN, TX 78617
(30.2136513738439, -97.6591285931945)",10488639,Routine Inspection
Restaurante Jasmines,78617,01/13/2015,72,"2463 E SH
AUSTIN, TX 78617
(30.2136513738439, -97.6591285931945)",10488639,Routine Inspection
Restaurante Jasmines,78617,06/15/2015,83,"2463 E SH
AUSTIN, TX 78617
(30.2136513738439, -97.6591285931945)",10488639,Routine Inspection
Restaurante Jasmines,78617,08/01/2014,94,"2463 E SH
AUSTIN, TX 78617
(30.2136513738439, -97.6591285931945)",10488639,Routine Inspection
Restaurante Jasmines #2,78752,08/12/2015,91,"6801 AIRPORT BLVD
AUSTIN, TX 78752
(30.3340617154217, -97.7164938288472)",11216228,Routine Inspection
Restaurante Jasmines #2,78752,01/21/2015,71,"6801 AIRPORT BLVD
AUSTIN, TX 78752
(30.3340617154217, -97.7164938288472)",11216228,Routine Inspection
Restaurant El Rey,78721,02/10/2015,85,"3306 OAK SPRINGS DR
AUSTIN, TX 78721
(30.2739974309267, -97.6970815384217)",10000741,Routine Inspection
Restaurant El Rey,78721,07/16/2015,82,"3306 OAK SPRINGS DR
AUSTIN, TX 78721
(30.2739974309267, -97.6970815384217)",10000741,Routine Inspection
Restaurant El Rey,78721,06/25/2014,73,"3306 OAK SPRINGS DR
AUSTIN, TX 78721
(30.2739974309267, -97.6970815384217)",10000741,1st Follow Up to Routine of 50 - 69
Restaurant El Rey,78721,03/27/2013,70,"3306 OAK SPRINGS DR
AUSTIN, TX 78721
(30.2739974309267, -97.6970815384217)",10000741,1st Follow Up to Routine of 50 - 69
Restaurant El Rey,78721,06/04/2014,59,"3306 OAK SPRINGS DR
AUSTIN, TX 78721
(30.2739974309267, -97.6970815384217)",10000741,Routine Inspection
Restaurant El Rey,78721,03/04/2013,66,"3306 OAK SPRINGS DR
AUSTIN, TX 78721
(30.2739974309267, -97.6970815384217)",10000741,Routine Inspection
Riata Bar and Grill,78727,08/07/2015,87,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.4287770012077, -97.7506860594291)",2802168,Routine Inspection
Riata Bar and Grill,78727,07/29/2013,95,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.4287770012077, -97.7506860594291)",2802168,Routine Inspection
Riata Bar and Grill,78727,02/21/2014,100,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.4287770012077, -97.7506860594291)",2802168,Routine Inspection
Riata Bar and Grill,78727,02/20/2015,97,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.4287770012077, -97.7506860594291)",2802168,Routine Inspection
Riata Bar and Grill,78727,08/27/2014,92,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.4287770012077, -97.7506860594291)",2802168,Routine Inspection
Riata Stop,78727,10/27/2015,84,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.4287770012077, -97.7506860594291)",10192952,Routine Inspection
Riata Stop,78727,01/14/2015,97,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.4287770012077, -97.7506860594291)",10192952,Routine Inspection
Riata Stop,78727,02/21/2014,94,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.4287770012077, -97.7506860594291)",10192952,Routine Inspection
Riata Stop,78727,05/21/2015,86,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.4287770012077, -97.7506860594291)",10192952,Routine Inspection
Riata Stop,78727,08/26/2014,97,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.4287770012077, -97.7506860594291)",10192952,Routine Inspection
Riata Stop,78727,08/27/2013,97,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.4287770012077, -97.7506860594291)",10192952,Routine Inspection
Riata Stop,78727,12/27/2012,94,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.4287770012077, -97.7506860594291)",10192952,Routine Inspection
Rice Bowl Cafe,78753,12/17/2014,93,"11220 N LAMAR BLVD
AUSTIN, TX 78753
(30.3818969580094, -97.6866362974917)",10446331,Routine Inspection
Rice Bowl Cafe,78753,01/03/2014,76,"11220 N LAMAR BLVD
AUSTIN, TX 78753
(30.3818969580094, -97.6866362974917)",10446331,Routine Inspection
Rice Bowl Cafe,78753,05/09/2013,71,"11220 N LAMAR BLVD
AUSTIN, TX 78753
(30.3818969580094, -97.6866362974917)",10446331,Routine Inspection
Rice Bowl Cafe,78753,05/13/2015,77,"11220 N LAMAR BLVD
AUSTIN, TX 78753
(30.3818969580094, -97.6866362974917)",10446331,Routine Inspection
Rice Bowl Cafe,78753,07/25/2014,85,"11220 N LAMAR BLVD
AUSTIN, TX 78753
(30.3818969580094, -97.6866362974917)",10446331,Routine Inspection
Ridgeoak Living Community,78749,12/12/2014,100,"6404 RIDGE OAK RD
AUSTIN, TX 78749
(30.2327424484009, -97.857668076472)",10668508,Routine Inspection
Ridgeoak Living Community,78749,05/26/2015,100,"6404 RIDGE OAK RD
AUSTIN, TX 78749
(30.2327424484009, -97.857668076472)",10668508,Routine Inspection
Ridgeoak Living Community,78749,06/09/2014,100,"6404 RIDGE OAK RD
AUSTIN, TX 78749
(30.2327424484009, -97.857668076472)",10668508,Routine Inspection
Ridgeoak Living Community,78749,07/11/2013,100,"6404 RIDGE OAK RD
AUSTIN, TX 78749
(30.2327424484009, -97.857668076472)",10668508,Routine Inspection
Ridgeoak Living Community,78749,12/17/2012,100,"6404 RIDGE OAK RD
AUSTIN, TX 78749
(30.2327424484009, -97.857668076472)",10668508,Routine Inspection
Ridgetop Elementary,78751,11/03/2014,100,"5005 CASWELL AVE
AUSTIN, TX 78751
(30.311413009652, -97.7161166108953)",2800244,Routine Inspection
Ridgetop Elementary,78751,11/21/2013,94,"5005 CASWELL AVE
AUSTIN, TX 78751
(30.311413009652, -97.7161166108953)",2800244,Routine Inspection
Ridgetop Elementary,78751,09/17/2015,100,"5005 CASWELL AVE
AUSTIN, TX 78751
(30.311413009652, -97.7161166108953)",2800244,Routine Inspection
Ridgetop Elementary,78751,05/22/2013,100,"5005 CASWELL AVE
AUSTIN, TX 78751
(30.311413009652, -97.7161166108953)",2800244,Routine Inspection
Ridgetop Elementary,78751,05/20/2014,95,"5005 CASWELL AVE
AUSTIN, TX 78751
(30.311413009652, -97.7161166108953)",2800244,Routine Inspection
Ridgetop Elementary,78751,04/24/2015,100,"5005 CASWELL AVE
AUSTIN, TX 78751
(30.311413009652, -97.7161166108953)",2800244,Routine Inspection
Rincon Catracho Restaurant,78741,06/28/2014,90,"1729 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2432308541295, -97.7303841419127)",10926960,Routine Inspection
Rincon Catracho Restaurant,78741,02/03/2015,72,"1729 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2432308541295, -97.7303841419127)",10926960,Routine Inspection
Rincon Catracho Restaurant,78741,12/27/2013,88,"1729 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2432308541295, -97.7303841419127)",10926960,Routine Inspection
Rincon Catracho Restaurant,78741,08/06/2015,75,"1729 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2432308541295, -97.7303841419127)",10926960,Routine Inspection
Rio,78701,06/25/2015,80,"601 RIO GRANDE ST
AUSTIN, TX 78701
(30.2700955343404, -97.7492718412924)",10792842,Routine Inspection
Rio,78701,02/05/2015,73,"601 RIO GRANDE ST
AUSTIN, TX 78701
(30.2700955343404, -97.7492718412924)",10792842,Routine Inspection
Riojas Elementary,78660,03/02/2015,100,"3400 CRISPIN HALL LN
PFLUGERVILLE, TX 78660
(30.4674771201839, -97.5678035656575)",10470974,Routine Inspection
Riojas Elementary,78660,03/21/2014,100,"3400 CRISPIN HALL LN
PFLUGERVILLE, TX 78660
(30.4674771201839, -97.5678035656575)",10470974,Routine Inspection
Riojas Elementary,78660,12/11/2012,96,"3400 CRISPIN HALL LN
PFLUGERVILLE, TX 78660
(30.4674771201839, -97.5678035656575)",10470974,Routine Inspection
Riojas Elementary,78660,10/16/2013,100,"3400 CRISPIN HALL LN
PFLUGERVILLE, TX 78660
(30.4674771201839, -97.5678035656575)",10470974,Routine Inspection
Riojas Elementary,78660,09/03/2014,95,"3400 CRISPIN HALL LN
PFLUGERVILLE, TX 78660
(30.4674771201839, -97.5678035656575)",10470974,Routine Inspection
Riojas Elementary,78660,08/24/2015,100,"3400 CRISPIN HALL LN
PFLUGERVILLE, TX 78660
(30.4674771201839, -97.5678035656575)",10470974,Routine Inspection
Riojas Elementary,78660,04/15/2013,100,"3400 CRISPIN HALL LN
PFLUGERVILLE, TX 78660
(30.4674771201839, -97.5678035656575)",10470974,Routine Inspection
Rio Rita,78702,06/24/2014,82,"1308 E 6TH ST
AUSTIN, TX 78702
(30.2641008540354, -97.7286470442638)",10004903,Routine Inspection
Rio Rita,78702,05/06/2013,85,"1308 E 6TH ST
AUSTIN, TX 78702
(30.2641008540354, -97.7286470442638)",10004903,Routine Inspection
Rio Rita,78702,05/21/2015,87,"1308 E 6TH ST
AUSTIN, TX 78702
(30.2641008540354, -97.7286470442638)",10004903,Routine Inspection
Rio Rita,78702,11/27/2012,88,"1308 E 6TH ST
AUSTIN, TX 78702
(30.2641008540354, -97.7286470442638)",10004903,Routine Inspection
Rio Rita,78702,12/02/2014,87,"1308 E 6TH ST
AUSTIN, TX 78702
(30.2641008540354, -97.7286470442638)",10004903,Routine Inspection
Rising Roll Gourmet,78701,04/15/2015,85,"100 CONGRESS AVE
AUSTIN, TX 78701
(30.2640454582204, -97.7447664429529)",11057792,Routine Inspection
Rita's Italian Ice,78727,12/27/2012,100,"6001 W PARMER LN
AUSTIN, TX 78727
(30.4414590127987, -97.7425410206859)",10740684,Routine Inspection
Rita's Italian Ice,78727,08/26/2014,91,"6001 W PARMER LN
AUSTIN, TX 78727
(30.4414590127987, -97.7425410206859)",10740684,Routine Inspection
Rita's Italian Ice,78727,08/23/2013,97,"6001 W PARMER LN
AUSTIN, TX 78727
(30.4414590127987, -97.7425410206859)",10740684,Routine Inspection
Rita's Italian Ice,78727,07/07/2015,94,"6001 W PARMER LN
AUSTIN, TX 78727
(30.4414590127987, -97.7425410206859)",10740684,Routine Inspection
Rita's Italian Ice,78727,02/24/2014,100,"6001 W PARMER LN
AUSTIN, TX 78727
(30.4414590127987, -97.7425410206859)",10740684,Routine Inspection
Rita's Italian Ice,78727,02/04/2015,94,"6001 W PARMER LN
AUSTIN, TX 78727
(30.4414590127987, -97.7425410206859)",10740684,Routine Inspection
Rita's Mexican Restaurant,78758,03/03/2014,79,"1934 RUTLAND DR
AUSTIN, TX 78758
(30.3797268655194, -97.713026921883)",2800557,Routine Inspection
Rita's Mexican Restaurant,78758,05/11/2015,90,"1934 RUTLAND DR
AUSTIN, TX 78758
(30.3797268655194, -97.713026921883)",2800557,Routine Inspection
Rita's Mexican Restaurant,78758,06/20/2013,84,"1934 RUTLAND DR
AUSTIN, TX 78758
(30.3797268655194, -97.713026921883)",2800557,Routine Inspection
Rita's Mexican Restaurant,78758,07/20/2015,88,"1934 RUTLAND DR
AUSTIN, TX 78758
(30.3797268655194, -97.713026921883)",2800557,Routine Inspection
Rita's Mexican Restaurant,78758,12/14/2012,91,"1934 RUTLAND DR
AUSTIN, TX 78758
(30.3797268655194, -97.713026921883)",2800557,Routine Inspection
Rita's Mexican Restaurant,78758,09/03/2014,90,"1934 RUTLAND DR
AUSTIN, TX 78758
(30.3797268655194, -97.713026921883)",2800557,Routine Inspection
Rita's Mexican Restaurant,78758,01/21/2015,93,"1934 RUTLAND DR
AUSTIN, TX 78758
(30.3797268655194, -97.713026921883)",2800557,Routine Inspection
River City Donut,78745,01/13/2015,78,"1945 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.2024154020896, -97.8062933057656)",2802451,1st Follow Up to Routine of 50 - 69
River City Donut,78745,12/19/2013,82,"1945 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.2024154020896, -97.8062933057656)",2802451,Routine Inspection
River City Donut,78745,07/23/2015,85,"1945 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.2024154020896, -97.8062933057656)",2802451,Routine Inspection
River City Donut,78745,12/23/2014,65,"1945 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.2024154020896, -97.8062933057656)",2802451,Routine Inspection
River City Donut,78745,06/18/2014,82,"1945 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.2024154020896, -97.8062933057656)",2802451,Routine Inspection
River City Donut,78745,06/07/2013,75,"1945 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.2024154020896, -97.8062933057656)",2802451,Routine Inspection
River City Donut II,78758,10/25/2013,84,"11900 METRIC BLVD
AUSTIN, TX 78758
(30.4003705698429, -97.7040831149611)",10702863,Routine Inspection
River City Donut II,78758,10/30/2014,91,"11900 METRIC BLVD
AUSTIN, TX 78758
(30.4003705698429, -97.7040831149611)",10702863,Routine Inspection
River City Donut II,78758,02/23/2015,85,"11900 METRIC BLVD
AUSTIN, TX 78758
(30.4003705698429, -97.7040831149611)",10702863,Routine Inspection
River City Donut II,78758,04/09/2013,93,"11900 METRIC BLVD
AUSTIN, TX 78758
(30.4003705698429, -97.7040831149611)",10702863,Routine Inspection
River City Donut II,78758,04/29/2014,96,"11900 METRIC BLVD
AUSTIN, TX 78758
(30.4003705698429, -97.7040831149611)",10702863,Routine Inspection
River City Donut II,78758,05/29/2015,82,"11900 METRIC BLVD
AUSTIN, TX 78758
(30.4003705698429, -97.7040831149611)",10702863,Routine Inspection
River City Donut II,78758,09/15/2015,96,"11900 METRIC BLVD
AUSTIN, TX 78758
(30.4003705698429, -97.7040831149611)",10702863,Routine Inspection
River City Market,78704,07/18/2014,89,"2209 S CONGRESS AVE
AUSTIN, TX 78704
(30.2408760732847, -97.7523183111653)",10857143,Routine Inspection
River City Market,78704,08/19/2015,84,"2209 S CONGRESS AVE
AUSTIN, TX 78704
(30.2408760732847, -97.7523183111653)",10857143,Routine Inspection
River City Market,78704,07/15/2013,89,"2209 S CONGRESS AVE
AUSTIN, TX 78704
(30.2408760732847, -97.7523183111653)",10857143,Routine Inspection
River City Market,78704,01/29/2015,74,"2209 S CONGRESS AVE
AUSTIN, TX 78704
(30.2408760732847, -97.7523183111653)",10857143,Routine Inspection
River City Market,78704,01/17/2014,86,"2209 S CONGRESS AVE
AUSTIN, TX 78704
(30.2408760732847, -97.7523183111653)",10857143,Routine Inspection
River City Youth Foundation,78744,02/19/2015,97,"5209 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.1954503459924, -97.7443832771926)",2801332,Routine Inspection
River City Youth Foundation,78744,03/13/2014,96,"5209 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.1954503459924, -97.7443832771926)",2801332,Routine Inspection
River City Youth Foundation,78744,05/06/2013,94,"5209 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.1954503459924, -97.7443832771926)",2801332,Routine Inspection
River City Youth Foundation,78744,07/28/2015,93,"5209 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.1954503459924, -97.7443832771926)",2801332,Routine Inspection
River City Youth Foundation,78744,09/09/2014,94,"5209 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.1954503459924, -97.7443832771926)",2801332,Routine Inspection
River Hills Pizza,78746,03/25/2015,97,"8947 FM 2244 RD
AUSTIN, TX 78746
(30.3175807036038, -97.8636842358406)",11215168,Routine Inspection
River Hills Pizza,78746,08/27/2015,82,"8947 FM 2244 RD
AUSTIN, TX 78746
(30.3175807036038, -97.8636842358406)",11215168,Routine Inspection
River Oak Elementary,78758,02/25/2015,94,"12401 SCOFIELD FARMS DR
AUSTIN, TX 78758
(30.40799021262, -97.6882506027354)",2800716,Routine Inspection
River Oak Elementary,78758,03/11/2013,86,"12401 SCOFIELD FARMS DR
AUSTIN, TX 78758
(30.40799021262, -97.6882506027354)",2800716,Routine Inspection
River Oak Elementary,78758,04/21/2014,94,"12401 SCOFIELD FARMS DR
AUSTIN, TX 78758
(30.40799021262, -97.6882506027354)",2800716,Routine Inspection
River Oak Elementary,78758,08/28/2015,97,"12401 SCOFIELD FARMS DR
AUSTIN, TX 78758
(30.40799021262, -97.6882506027354)",2800716,Routine Inspection
River Oak Elementary,78758,10/15/2013,91,"12401 SCOFIELD FARMS DR
AUSTIN, TX 78758
(30.40799021262, -97.6882506027354)",2800716,Routine Inspection
River Oak Elementary,78758,10/22/2014,95,"12401 SCOFIELD FARMS DR
AUSTIN, TX 78758
(30.40799021262, -97.6882506027354)",2800716,Routine Inspection
River Place Country Club,78730,02/17/2015,94,"4207 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.3692794518056, -97.860628573369)",2802306,Routine Inspection
River Place Country Club,78730,03/07/2013,86,"4207 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.3692794518056, -97.860628573369)",2802306,Routine Inspection
River Place Country Club,78730,03/26/2014,93,"4207 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.3692794518056, -97.860628573369)",2802306,Routine Inspection
River Place Country Club,78730,08/17/2015,83,"4207 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.3692794518056, -97.860628573369)",2802306,Routine Inspection
River Place Country Club,78730,08/19/2014,97,"4207 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.3692794518056, -97.860628573369)",2802306,Routine Inspection
River Place Elementary - CNS,78730,02/26/2015,100,"6500 SITIO DEL RIO BLVD
AUSTIN, TX 78730
(30.3900618912183, -97.8440140955943)",10051621,Routine Inspection
River Place Elementary - CNS,78730,04/16/2014,100,"6500 SITIO DEL RIO BLVD
AUSTIN, TX 78730
(30.3900618912183, -97.8440140955943)",10051621,Routine Inspection
River Place Elementary - CNS,78730,06/04/2013,96,"6500 SITIO DEL RIO BLVD
AUSTIN, TX 78730
(30.3900618912183, -97.8440140955943)",10051621,Routine Inspection
River Place Elementary - CNS,78730,08/31/2015,100,"6500 SITIO DEL RIO BLVD
AUSTIN, TX 78730
(30.3900618912183, -97.8440140955943)",10051621,Routine Inspection
River Place Elementary - CNS,78730,09/30/2014,100,"6500 SITIO DEL RIO BLVD
AUSTIN, TX 78730
(30.3900618912183, -97.8440140955943)",10051621,Routine Inspection
River Place Elementary - CNS,78730,12/10/2013,100,"6500 SITIO DEL RIO BLVD
AUSTIN, TX 78730
(30.3900618912183, -97.8440140955943)",10051621,Routine Inspection
River Place Elementary - CNS,78730,12/11/2012,86,"6500 SITIO DEL RIO BLVD
AUSTIN, TX 78730
(30.3900618912183, -97.8440140955943)",10051621,Routine Inspection
River Ridge Elementary - Leander Elementary #23,78732,12/03/2012,86,"12900 TIERRA GRANDE TRL
AUSTIN, TX 78732
(30.3460147731846, -97.9170379064026)",10276728,Routine Inspection
River Ridge Elementary - Leander Elementary #23,78732,02/11/2015,100,"12900 TIERRA GRANDE TRL
AUSTIN, TX 78732
(30.3460147731846, -97.9170379064026)",10276728,Routine Inspection
River Ridge Elementary - Leander Elementary #23,78732,04/15/2014,97,"12900 TIERRA GRANDE TRL
AUSTIN, TX 78732
(30.3460147731846, -97.9170379064026)",10276728,Routine Inspection
River Ridge Elementary - Leander Elementary #23,78732,06/04/2013,100,"12900 TIERRA GRANDE TRL
AUSTIN, TX 78732
(30.3460147731846, -97.9170379064026)",10276728,Routine Inspection
River Ridge Elementary - Leander Elementary #23,78732,09/25/2015,96,"12900 TIERRA GRANDE TRL
AUSTIN, TX 78732
(30.3460147731846, -97.9170379064026)",10276728,Routine Inspection
River Ridge Elementary - Leander Elementary #23,78732,10/09/2014,100,"12900 TIERRA GRANDE TRL
AUSTIN, TX 78732
(30.3460147731846, -97.9170379064026)",10276728,Routine Inspection
River Ridge Elementary - Leander Elementary #23,78732,12/11/2013,100,"12900 TIERRA GRANDE TRL
AUSTIN, TX 78732
(30.3460147731846, -97.9170379064026)",10276728,Routine Inspection
Riverside Chevron,78704,03/07/2013,89,"400 S CONGRESS AVE
AUSTIN, TX 78704
(30.2570137393675, -97.7472691865014)",2803550,Routine Inspection
Riverside Chevron,78704,10/10/2014,97,"400 S CONGRESS AVE
AUSTIN, TX 78704
(30.2570137393675, -97.7472691865014)",2803550,Routine Inspection
Riverside Chevron,78704,09/09/2015,100,"400 S CONGRESS AVE
AUSTIN, TX 78704
(30.2570137393675, -97.7472691865014)",2803550,Routine Inspection
Riverside Chevron,78704,09/06/2013,94,"400 S CONGRESS AVE
AUSTIN, TX 78704
(30.2570137393675, -97.7472691865014)",2803550,Routine Inspection
Riverside Chevron,78704,03/28/2014,87,"400 S CONGRESS AVE
AUSTIN, TX 78704
(30.2570137393675, -97.7472691865014)",2803550,Routine Inspection
Riverside Chevron,78704,03/26/2015,92,"400 S CONGRESS AVE
AUSTIN, TX 78704
(30.2570137393675, -97.7472691865014)",2803550,Routine Inspection
Riverside Golf Course,78741,03/10/2015,85,"1020 GROVE BLVD
AUSTIN, TX 78741
(30.2361463234935, -97.7048240928865)",10001140,Routine Inspection
Riverside Golf Course,78741,10/29/2013,86,"1020 GROVE BLVD
AUSTIN, TX 78741
(30.2361463234935, -97.7048240928865)",10001140,Routine Inspection
